2018-11-18 00:16:11,046;DOCKER-onos;1.150317;971
2018-11-18 00:16:13,050;DOCKER-onos;1.189966;971
2018-11-18 00:16:15,058;DOCKER-onos;1.540056;971
2018-11-18 00:16:17,063;DOCKER-onos;0.754139;971
2018-11-18 00:16:19,068;DOCKER-onos;0.645255;971
2018-11-18 00:16:21,073;DOCKER-onos;0.949313;971
2018-11-18 00:16:23,079;DOCKER-onos;0.525442;971
2018-11-18 00:16:25,085;DOCKER-onos;0.562079;971
2018-11-18 00:16:27,091;DOCKER-onos;0.558171;971
2018-11-18 00:16:29,096;DOCKER-onos;0.591671;971
2018-11-18 00:16:31,101;DOCKER-onos;0.703198;971
2018-11-18 00:16:33,106;DOCKER-onos;0.488796;971
2018-11-18 00:16:35,116;DOCKER-onos;0.614903;971
2018-11-18 00:16:37,122;DOCKER-onos;0.665939;971
2018-11-18 00:16:39,129;DOCKER-onos;0.798907;971
2018-11-18 00:16:41,134;DOCKER-onos;0.632571;971
2018-11-18 00:16:43,140;DOCKER-onos;0.522488;971
2018-11-18 00:16:45,145;DOCKER-onos;0.423092;971
2018-11-18 00:16:47,150;DOCKER-onos;0.460796;971
2018-11-18 00:16:49,156;DOCKER-onos;19.054845;974
2018-11-18 00:16:55,811;DOCKER-onos;42.704894;1012
2018-11-18 00:16:57,823;DOCKER-onos;530.113271;1287
2018-11-18 00:16:59,828;DOCKER-onos;205.643439;1408
