2018-10-15 18:23:09,968;DOCKER-onos;0.884630;902
2018-10-15 18:23:11,972;DOCKER-onos;0.911709;902
2018-10-15 18:23:13,977;DOCKER-onos;0.573681;902
2018-10-15 18:23:15,983;DOCKER-onos;1.027879;902
2018-10-15 18:23:17,992;DOCKER-onos;0.669700;902
2018-10-15 18:23:19,998;DOCKER-onos;0.997519;902
2018-10-15 18:23:22,003;DOCKER-onos;0.800994;902
2018-10-15 18:23:24,008;DOCKER-onos;1.283834;902
2018-10-15 18:23:26,013;DOCKER-onos;0.751809;904
2018-10-15 18:23:28,018;DOCKER-onos;1.259191;904
2018-10-15 18:23:30,024;DOCKER-onos;7.721926;904
2018-10-15 18:23:32,029;DOCKER-onos;2.095391;904
2018-10-15 18:23:34,034;DOCKER-onos;2.743440;904
2018-10-15 18:23:36,039;DOCKER-onos;1.098747;904
2018-10-15 18:23:38,047;DOCKER-onos;0.847320;904
2018-10-15 18:23:40,056;DOCKER-onos;3.051160;906
2018-10-15 18:23:42,062;DOCKER-onos;1.289402;906
2018-10-15 18:23:44,066;DOCKER-onos;0.771368;906
2018-10-15 18:23:46,072;DOCKER-onos;3.193723;906
2018-10-15 18:23:48,077;DOCKER-onos;1.351362;906
2018-10-15 18:23:50,084;DOCKER-onos;0.442919;908
2018-10-15 18:23:52,093;DOCKER-onos;0.783610;908
2018-10-15 18:23:54,098;DOCKER-onos;0.350381;908
2018-10-15 18:23:56,102;DOCKER-onos;0.568480;909
2018-10-15 18:23:58,108;DOCKER-onos;0.484085;909
2018-10-15 18:24:00,113;DOCKER-onos;0.329408;909
2018-10-15 18:24:02,118;DOCKER-onos;0.623275;909
2018-10-15 18:24:04,124;DOCKER-onos;22.532173;918
2018-10-15 18:24:06,131;DOCKER-onos;501.912847;1011
2018-10-15 18:24:08,138;DOCKER-onos;753.469700;1124
2018-10-15 18:24:10,146;DOCKER-onos;432.088355;1130
2018-10-15 18:24:12,152;DOCKER-onos;406.626010;1347
2018-10-15 18:24:14,159;DOCKER-onos;341.560535;1431
2018-10-15 18:24:16,167;DOCKER-onos;357.325208;1439
2018-10-15 18:24:18,179;DOCKER-onos;963.771725;1715
2018-10-15 18:24:20,182;DOCKER-onos;317.793365;1722
